epoch,ts_ns,duty_a,duty_b,duty_c
2326,116200000,0.883375,0.554780,0.286845
2328,116300000,0.881407,0.559109,0.284484
2330,116400000,0.879390,0.563441,0.282168
2332,116500000,0.877326,0.567775,0.279899
2334,116600000,0.875213,0.572110,0.277677
2336,116700000,0.873054,0.576445,0.275501
2338,116800000,0.870847,0.580780,0.273373
2340,116900000,0.868593,0.585114,0.271292
2342,117000000,0.866293,0.589447,0.269260
2344,117100000,0.863947,0.593777,0.267275
2346,117200000,0.861556,0.598105,0.265340
2348,117300000,0.859119,0.602429,0.263453
2350,117400000,0.856637,0.606748,0.261615
2352,117500000,0.854111,0.611062,0.259827
2354,117600000,0.851541,0.615371,0.258088
2356,117700000,0.848927,0.619673,0.256400
2358,117800000,0.846270,0.623969,0.254762
2360,117900000,0.843569,0.628256,0.253174
2362,118000000,0.840827,0.632535,0.251638
2364,118100000,0.838043,0.636805,0.250152
2366,118200000,0.835217,0.641066,0.248718
2368,118300000,0.832350,0.645315,0.247335
2370,118400000,0.829442,0.649554,0.246004
2372,118500000,0.826494,0.653781,0.244725
2374,118600000,0.823507,0.657996,0.243498
2376,118700000,0.820480,0.662197,0.242323
2378,118800000,0.817414,0.666385,0.241201
2380,118900000,0.814310,0.670558,0.240132
2382,119000000,0.811169,0.674716,0.239115
2384,119100000,0.807990,0.678858,0.238152
2386,119200000,0.804774,0.682984,0.237242
2388,119300000,0.801522,0.687093,0.236385
2390,119400000,0.798234,0.691184,0.235581
2392,119500000,0.794911,0.695257,0.234831
2394,119600000,0.791554,0.699311,0.234135
2396,119700000,0.788162,0.703346,0.233493
2398,119800000,0.784736,0.707359,0.232905
2400,119900000,0.781277,0.711353,0.232370
2402,120000000,0.777786,0.715324,0.231890
2404,120100000,0.774263,0.719274,0.231464
2406,120200000,0.770708,0.723200,0.231092
2408,120300000,0.767122,0.727103,0.230775
2410,120400000,0.763506,0.730983,0.230511
2412,120500000,0.759860,0.734837,0.230303
2414,120600000,0.756185,0.738666,0.230148
2416,120700000,0.752482,0.742470,0.230048
2418,120800000,0.748750,0.746247,0.230003
2420,120900000,0.744991,0.749997,0.230012
2422,121000000,0.741205,0.753719,0.230076
2424,121100000,0.737393,0.757413,0.230194
2426,121200000,0.733555,0.761079,0.230366
2428,121300000,0.729692,0.764715,0.230593
2430,121400000,0.725805,0.768321,0.230874
2432,121500000,0.721894,0.771896,0.231210
2434,121600000,0.717960,0.775441,0.231600
2436,121700000,0.714003,0.778953,0.232044
2438,121800000,0.710024,0.782434,0.232542
2440,121900000,0.706024,0.785882,0.233095
2442,122000000,0.702003,0.789296,0.233701
2444,122100000,0.697962,0.792677,0.234361
2446,122200000,0.693902,0.796023,0.235075
2448,122300000,0.689823,0.799334,0.235843
2450,122400000,0.685726,0.802610,0.236664
2452,122500000,0.681611,0.805850,0.237539
2454,122600000,0.677479,0.809054,0.238467
2456,122700000,0.673332,0.812220,0.239448
2458,122800000,0.669168,0.815349,0.240482
2460,122900000,0.664990,0.818440,0.241569
2462,123000000,0.660798,0.821493,0.242709
2464,123100000,0.656592,0.824507,0.243901
2466,123200000,0.652373,0.827481,0.245145
2468,123300000,0.648142,0.830416,0.246442
2470,123400000,0.643900,0.833310,0.247790
2472,123500000,0.639647,0.836163,0.249190
2474,123600000,0.635383,0.838975,0.250642
2476,123700000,0.631110,0.841746,0.252144
2478,123800000,0.626828,0.844474,0.253698
2480,123900000,0.622538,0.847160,0.255302
2482,124000000,0.618240,0.849803,0.256957
2484,124100000,0.613935,0.852402,0.258662
2486,124200000,0.609625,0.854958,0.260417
2488,124300000,0.605309,0.857469,0.262222
2490,124400000,0.600988,0.859936,0.264076
2492,124500000,0.596663,0.862358,0.265979
2494,124600000,0.592334,0.864734,0.267931
2496,124700000,0.588003,0.867065,0.269932
2498,124800000,0.583670,0.869349,0.271981
2500,124900000,0.579335,0.871588,0.274077
2502,125000000,0.575000,0.873779,0.276221
2504,125100000,0.570665,0.875923,0.278412
2506,125200000,0.566330,0.878019,0.280651
2508,125300000,0.561997,0.880068,0.282935
2510,125400000,0.557666,0.882069,0.285266
2512,125500000,0.553337,0.884021,0.287642
2514,125600000,0.549012,0.885924,0.290064
2516,125700000,0.544691,0.887778,0.292531
2518,125800000,0.540375,0.889583,0.295042
2520,125900000,0.536065,0.891338,0.297598
2522,126000000,0.531760,0.893043,0.300197
2524,126100000,0.527462,0.894698,0.302840
2526,126200000,0.523172,0.896302,0.305526
2528,126300000,0.518890,0.897856,0.308254
2530,126400000,0.514617,0.899358,0.311025
2532,126500000,0.510353,0.900810,0.313837
2534,126600000,0.506100,0.902210,0.316690
2536,126700000,0.501858,0.903558,0.319584
2538,126800000,0.497627,0.904855,0.322519
2540,126900000,0.493408,0.906099,0.325493
2542,127000000,0.489202,0.907291,0.328507
2544,127100000,0.485010,0.908431,0.331560
2546,127200000,0.480832,0.909518,0.334651
2548,127300000,0.476668,0.910552,0.337780
2550,127400000,0.472521,0.911533,0.340946
2552,127500000,0.468389,0.912461,0.344150
2554,127600000,0.464274,0.913336,0.347390
2556,127700000,0.460177,0.914157,0.350666
2558,127800000,0.456098,0.914925,0.353977
2560,127900000,0.452038,0.915639,0.357323
2562,128000000,0.447997,0.916299,0.360704
2564,128100000,0.443976,0.916905,0.364118
2566,128200000,0.439976,0.917458,0.367566
2568,128300000,0.435997,0.917956,0.371047
2570,128400000,0.432040,0.918400,0.374559
2572,128500000,0.428106,0.918790,0.378104
2574,128600000,0.424195,0.919126,0.381679
2576,128700000,0.420308,0.919407,0.385285
2578,128800000,0.416445,0.919634,0.388921
2580,128900000,0.412607,0.919806,0.392587
2582,129000000,0.408795,0.919924,0.396281
2584,129100000,0.405009,0.919988,0.400003
2586,129200000,0.401250,0.919997,0.403753
2588,129300000,0.397518,0.919952,0.407530
2590,129400000,0.393815,0.919852,0.411334
2592,129500000,0.390140,0.919697,0.415163
2594,129600000,0.386494,0.919489,0.419017
2596,129700000,0.382878,0.919225,0.422897
2598,129800000,0.379292,0.918908,0.426800
2600,129900000,0.375737,0.918536,0.430726
2602,130000000,0.372214,0.918110,0.434676
2604,130100000,0.368723,0.917630,0.438647
2606,130200000,0.365264,0.917095,0.442641
2608,130300000,0.361838,0.916507,0.446654
2610,130400000,0.358446,0.915865,0.450689
2612,130500000,0.355089,0.915169,0.454743
2614,130600000,0.351766,0.914419,0.458816
2616,130700000,0.348478,0.913615,0.462907
2618,130800000,0.345226,0.912758,0.467016
2620,130900000,0.342010,0.911848,0.471142
2622,131000000,0.338831,0.910885,0.475284
2624,131100000,0.335690,0.909868,0.479442
2626,131200000,0.332586,0.908799,0.483615
2628,131300000,0.329520,0.907677,0.487803
2630,131400000,0.326493,0.906502,0.492004
2632,131500000,0.323506,0.905275,0.496219
2634,131600000,0.320558,0.903996,0.500446
2636,131700000,0.317650,0.902665,0.504685
2638,131800000,0.314783,0.901282,0.508934
2640,131900000,0.311957,0.899848,0.513195
2642,132000000,0.309173,0.898362,0.517465
2644,132100000,0.306431,0.896826,0.521744
2646,132200000,0.303730,0.895238,0.526031
2648,132300000,0.301073,0.893600,0.530327
2650,132400000,0.298459,0.891912,0.534629
2652,132500000,0.295889,0.890173,0.538938
2654,132600000,0.293363,0.888385,0.543252
2656,132700000,0.290881,0.886547,0.547571
2658,132800000,0.288444,0.884660,0.551895
2660,132900000,0.286053,0.882725,0.556223
2662,133000000,0.283707,0.880740,0.560553
2664,133100000,0.281407,0.878708,0.564886
2666,133200000,0.279153,0.876627,0.569220
2668,133300000,0.276946,0.874499,0.573555
2670,133400000,0.274787,0.872323,0.577890
2672,133500000,0.272674,0.870101,0.582225
2674,133600000,0.270610,0.867832,0.586559
2676,133700000,0.268593,0.865516,0.590891
2678,133800000,0.266625,0.863155,0.595220
2680,133900000,0.264705,0.860748,0.599546
2682,134000000,0.262835,0.858296,0.603869
2684,134100000,0.261013,0.855800,0.608187
2686,134200000,0.259242,0.853259,0.612499
2688,134300000,0.257520,0.850674,0.616806
2690,134400000,0.255848,0.848046,0.621106
2692,134500000,0.254227,0.845374,0.625399
2694,134600000,0.252657,0.842660,0.629683
2696,134700000,0.251137,0.839904,0.633960
2698,134800000,0.249668,0.837105,0.638226
2700,134900000,0.248251,0.834266,0.642483
2702,135000000,0.246886,0.831385,0.646730
2704,135100000,0.245572,0.828464,0.650964
2706,135200000,0.244310,0.825503,0.655187
2708,135300000,0.243100,0.822502,0.659398
2710,135400000,0.241943,0.819462,0.663594
2712,135500000,0.240839,0.816384,0.667777
2714,135600000,0.239787,0.813267,0.671946
2716,135700000,0.238788,0.810113,0.676099
2718,135800000,0.237842,0.806922,0.680236
2720,135900000,0.236950,0.803694,0.684356
2722,136000000,0.236111,0.800430,0.688459
2724,136100000,0.235325,0.797131,0.692544
2726,136200000,0.234593,0.793796,0.696611
2728,136300000,0.233915,0.790427,0.700658
2730,136400000,0.233291,0.787023,0.704686
2732,136500000,0.232720,0.783587,0.708693
2734,136600000,0.232204,0.780117,0.712679
2736,136700000,0.231742,0.776615,0.716643
2738,136800000,0.231334,0.773081,0.720585
2740,136900000,0.230980,0.769516,0.724504
2742,137000000,0.230681,0.765920,0.728399
2744,137100000,0.230436,0.762294,0.732270
2746,137200000,0.230245,0.758638,0.736116
2748,137300000,0.230109,0.754954,0.739937
2750,137400000,0.230027,0.751241,0.743732
2752,137500000,0.230000,0.747500,0.747500
2754,137600000,0.230027,0.743732,0.751241
2756,137700000,0.230109,0.739937,0.754954
2758,137800000,0.230245,0.736116,0.758638
2760,137900000,0.230436,0.732270,0.762294
2762,138000000,0.230681,0.728399,0.765920
2764,138100000,0.230980,0.724504,0.769516
2766,138200000,0.231334,0.720585,0.773081
2768,138300000,0.231742,0.716643,0.776615
2770,138400000,0.232204,0.712679,0.780117
2772,138500000,0.232720,0.708693,0.783587
2774,138600000,0.233291,0.704686,0.787023
2776,138700000,0.233915,0.700658,0.790427
2778,138800000,0.234593,0.696611,0.793796
2780,138900000,0.235325,0.692544,0.797131
2782,139000000,0.236111,0.688459,0.800430
2784,139100000,0.236950,0.684356,0.803694
2786,139200000,0.237842,0.680236,0.806922
2788,139300000,0.238788,0.676099,0.810113
2790,139400000,0.239787,0.671946,0.813267
2792,139500000,0.240839,0.667777,0.816384
2794,139600000,0.241943,0.663594,0.819462
2796,139700000,0.243100,0.659398,0.822502
2798,139800000,0.244310,0.655187,0.825503
2800,139900000,0.245572,0.650964,0.828464
2802,140000000,0.246886,0.646730,0.831385
2804,140100000,0.248251,0.642483,0.834266
2806,140200000,0.249668,0.638226,0.837105
2808,140300000,0.251137,0.633960,0.839904
2810,140400000,0.252657,0.629683,0.842660
2812,140500000,0.254227,0.625399,0.845374
2814,140600000,0.255848,0.621106,0.848046
2816,140700000,0.257520,0.616806,0.850674
2818,140800000,0.259242,0.612499,0.853259
2820,140900000,0.261013,0.608187,0.855800
2822,141000000,0.262835,0.603869,0.858296
2824,141100000,0.264705,0.599546,0.860748
2826,141200000,0.266625,0.595220,0.863155
2828,141300000,0.268593,0.590891,0.865516
2830,141400000,0.270610,0.586559,0.867832
2832,141500000,0.272674,0.582225,0.870101
2834,141600000,0.274787,0.577890,0.872323
2836,141700000,0.276946,0.573555,0.874499
2838,141800000,0.279153,0.569220,0.876627
2840,141900000,0.281407,0.564886,0.878708
2842,142000000,0.283707,0.560553,0.880740
2844,142100000,0.286053,0.556223,0.882725
2846,142200000,0.288444,0.551895,0.884660
2848,142300000,0.290881,0.547571,0.886547
2850,142400000,0.293363,0.543252,0.888385
2852,142500000,0.295889,0.538938,0.890173
2854,142600000,0.298459,0.534629,0.891912
2856,142700000,0.301073,0.530327,0.893600
2858,142800000,0.303730,0.526031,0.895238
2860,142900000,0.306431,0.521744,0.896826
2862,143000000,0.309173,0.517465,0.898362
2864,143100000,0.311957,0.513195,0.899848
2866,143200000,0.314783,0.508934,0.901282
2868,143300000,0.317650,0.504685,0.902665
2870,143400000,0.320558,0.500446,0.903996
2872,143500000,0.323506,0.496219,0.905275
2874,143600000,0.326493,0.492004,0.906502
2876,143700000,0.329520,0.487803,0.907677
2878,143800000,0.332586,0.483615,0.908799
2880,143900000,0.335690,0.479442,0.909868
2882,144000000,0.338831,0.475284,0.910885
2884,144100000,0.342010,0.471142,0.911848
2886,144200000,0.345226,0.467016,0.912758
2888,144300000,0.348478,0.462907,0.913615
2890,144400000,0.351766,0.458816,0.914419
2892,144500000,0.355089,0.454743,0.915169
2894,144600000,0.358446,0.450689,0.915865
2896,144700000,0.361838,0.446654,0.916507
2898,144800000,0.365264,0.442641,0.917095
2900,144900000,0.368723,0.438647,0.917630
2902,145000000,0.372214,0.434676,0.918110
2904,145100000,0.375737,0.430726,0.918536
2906,145200000,0.379292,0.426800,0.918908
2908,145300000,0.382878,0.422897,0.919225
2910,145400000,0.386494,0.419017,0.919489
2912,145500000,0.390140,0.415163,0.919697
2914,145600000,0.393815,0.411334,0.919852
2916,145700000,0.397518,0.407530,0.919952
2918,145800000,0.401250,0.403753,0.919997
2920,145900000,0.405009,0.400003,0.919988
2922,146000000,0.408795,0.396281,0.919924
2924,146100000,0.412607,0.392587,0.919806
2926,146200000,0.416445,0.388921,0.919634
2928,146300000,0.420308,0.385285,0.919407
2930,146400000,0.424195,0.381679,0.919126
2932,146500000,0.428106,0.378104,0.918790
2934,146600000,0.432040,0.374559,0.918400
2936,146700000,0.435997,0.371047,0.917956
2938,146800000,0.439976,0.367566,0.917458
2940,146900000,0.443976,0.364118,0.916905
2942,147000000,0.447997,0.360704,0.916299
2944,147100000,0.452038,0.357323,0.915639
2946,147200000,0.456098,0.353977,0.914925
2948,147300000,0.460177,0.350666,0.914157
2950,147400000,0.464274,0.347390,0.913336
2952,147500000,0.468389,0.344150,0.912461
2954,147600000,0.472521,0.340946,0.911533
2956,147700000,0.476668,0.337780,0.910552
2958,147800000,0.480832,0.334651,0.909518
2960,147900000,0.485010,0.331560,0.908431
2962,148000000,0.489202,0.328507,0.907291
2964,148100000,0.493408,0.325493,0.906099
2966,148200000,0.497627,0.322519,0.904855
2968,148300000,0.501858,0.319584,0.903558
2970,148400000,0.506100,0.316690,0.902210
2972,148500000,0.510353,0.313837,0.900810
2974,148600000,0.514617,0.311025,0.899358
2976,148700000,0.518890,0.308254,0.897856
2978,148800000,0.523172,0.305526,0.896302
2980,148900000,0.527462,0.302840,0.894698
2982,149000000,0.531760,0.300197,0.893043
2984,149100000,0.536065,0.297598,0.891338
2986,149200000,0.540375,0.295042,0.889583
2988,149300000,0.544691,0.292531,0.887778
2990,149400000,0.549012,0.290064,0.885924
2992,149500000,0.553337,0.287642,0.884021
2994,149600000,0.557666,0.285266,0.882069
2996,149700000,0.561997,0.282935,0.880068
2998,149800000,0.566330,0.280651,0.878019
3000,149900000,0.570665,0.278412,0.875923
3002,150000000,0.575000,0.276221,0.873779
3004,150100000,0.579335,0.274077,0.871588
3006,150200000,0.583670,0.271981,0.869349
3008,150300000,0.588003,0.269932,0.867065
3010,150400000,0.592334,0.267931,0.864734
3012,150500000,0.596663,0.265979,0.862358
3014,150600000,0.600988,0.264076,0.859936
3016,150700000,0.605309,0.262222,0.857469
3018,150800000,0.609625,0.260417,0.854958
3020,150900000,0.613935,0.258662,0.852402
3022,151000000,0.618240,0.256957,0.849803
3024,151100000,0.622538,0.255302,0.847160
3026,151200000,0.626828,0.253698,0.844474
3028,151300000,0.631110,0.252144,0.841746
3030,151400000,0.635383,0.250642,0.838975
3032,151500000,0.639647,0.249190,0.836163
3034,151600000,0.643900,0.247790,0.833310
3036,151700000,0.648142,0.246442,0.830416
3038,151800000,0.652373,0.245145,0.827481
3040,151900000,0.656592,0.243901,0.824507
3042,152000000,0.660798,0.242709,0.821493
3044,152100000,0.664990,0.241569,0.818440
3046,152200000,0.669168,0.240482,0.815349
3048,152300000,0.673332,0.239448,0.812220
3050,152400000,0.677479,0.238467,0.809054
3052,152500000,0.681611,0.237539,0.805850
3054,152600000,0.685726,0.236664,0.802610
3056,152700000,0.689823,0.235843,0.799334
3058,152800000,0.693902,0.235075,0.796023
3060,152900000,0.697962,0.234361,0.792677
3062,153000000,0.702003,0.233701,0.789296
3064,153100000,0.706024,0.233095,0.785882
3066,153200000,0.710024,0.232542,0.782434
3068,153300000,0.714003,0.232044,0.778953
3070,153400000,0.717960,0.231600,0.775441
3072,153500000,0.721894,0.231210,0.771896
3074,153600000,0.725805,0.230874,0.768321
3076,153700000,0.729692,0.230593,0.764715
3078,153800000,0.733555,0.230366,0.761079
3080,153900000,0.737393,0.230194,0.757413
3082,154000000,0.741205,0.230076,0.753719
3084,154100000,0.744991,0.230012,0.749997
3086,154200000,0.748750,0.230003,0.746247
3088,154300000,0.752482,0.230048,0.742470
3090,154400000,0.756185,0.230148,0.738666
3092,154500000,0.759860,0.230303,0.734837
3094,154600000,0.763506,0.230511,0.730983
3096,154700000,0.767122,0.230775,0.727103
3098,154800000,0.770708,0.231092,0.723200
3100,154900000,0.774263,0.231464,0.719274
3102,155000000,0.777786,0.231890,0.715324
3104,155100000,0.781277,0.232370,0.711353
3106,155200000,0.784736,0.232905,0.707359
3108,155300000,0.788162,0.233493,0.703346
3110,155400000,0.791554,0.234135,0.699311
3112,155500000,0.794911,0.234831,0.695257
3114,155600000,0.798234,0.235581,0.691184
3116,155700000,0.801522,0.236385,0.687093
3118,155800000,0.804774,0.237242,0.682984
3120,155900000,0.807990,0.238152,0.678858
3122,156000000,0.811169,0.239115,0.674716
3124,156100000,0.814310,0.240132,0.670558
3126,156200000,0.817414,0.241201,0.666385
3128,156300000,0.820480,0.242323,0.662197
3130,156400000,0.823507,0.243498,0.657996
3132,156500000,0.826494,0.244725,0.653781
3134,156600000,0.829442,0.246004,0.649554
3136,156700000,0.832350,0.247335,0.645315
3138,156800000,0.835217,0.248718,0.641066
3140,156900000,0.838043,0.250152,0.636805
3142,157000000,0.840827,0.251638,0.632535
3144,157100000,0.843569,0.253174,0.628256
3146,157200000,0.846270,0.254762,0.623969
3148,157300000,0.848927,0.256400,0.619673
3150,157400000,0.851541,0.258088,0.615371
3152,157500000,0.854111,0.259827,0.611062
3154,157600000,0.856637,0.261615,0.606748
3156,157700000,0.859119,0.263453,0.602429
3158,157800000,0.861556,0.265340,0.598105
3160,157900000,0.863947,0.267275,0.593777
3162,158000000,0.866293,0.269260,0.589447
3164,158100000,0.868593,0.271292,0.585114
3166,158200000,0.870847,0.273373,0.580780
3168,158300000,0.873054,0.275501,0.576445
3170,158400000,0.875213,0.277677,0.572110
3172,158500000,0.877326,0.279899,0.567775
3174,158600000,0.879390,0.282168,0.563441
3176,158700000,0.881407,0.284484,0.559109
3178,158800000,0.883375,0.286845,0.554780
3180,158900000,0.885295,0.289252,0.550454
3182,159000000,0.887165,0.291704,0.546131
3184,159100000,0.888987,0.294200,0.541813
3186,159200000,0.890758,0.296741,0.537501
3188,159300000,0.892480,0.299326,0.533194
3190,159400000,0.894152,0.301954,0.528894
3192,159500000,0.895773,0.304626,0.524601
3194,159600000,0.897343,0.307340,0.520317
3196,159700000,0.898863,0.310096,0.516040
3198,159800000,0.900332,0.312895,0.511774
3200,159900000,0.901749,0.315734,0.507517
3202,160000000,0.903114,0.318615,0.503270
3204,160100000,0.904428,0.321536,0.499036
3206,160200000,0.905690,0.324497,0.494813
3208,160300000,0.906900,0.327498,0.490602
3210,160400000,0.908057,0.330538,0.486406
3212,160500000,0.909161,0.333616,0.482223
3214,160600000,0.910213,0.336733,0.478054
3216,160700000,0.911212,0.339887,0.473901
3218,160800000,0.912158,0.343078,0.469764
3220,160900000,0.913050,0.346306,0.465644
3222,161000000,0.913889,0.349570,0.461541
3224,161100000,0.914675,0.352869,0.457456
3226,161200000,0.915407,0.356204,0.453389
3228,161300000,0.916085,0.359573,0.449342
3230,161400000,0.916709,0.362977,0.445314
3232,161500000,0.917280,0.366413,0.441307
3234,161600000,0.917796,0.369883,0.437321
3236,161700000,0.918258,0.373385,0.433357
3238,161800000,0.918666,0.376919,0.429415
3240,161900000,0.919020,0.380484,0.425496
3242,162000000,0.919319,0.384080,0.421601
3244,162100000,0.919564,0.387706,0.417730
3246,162200000,0.919755,0.391362,0.413884
3248,162300000,0.919891,0.395046,0.410063
3250,162400000,0.919973,0.398759,0.406268
3252,162500000,0.920000,0.402500,0.402500
3254,162600000,0.919973,0.406268,0.398759
3256,162700000,0.919891,0.410063,0.395046
3258,162800000,0.919755,0.413884,0.391362
3260,162900000,0.919564,0.417730,0.387706
3262,163000000,0.919319,0.421601,0.384080
3264,163100000,0.919020,0.425496,0.380484
3266,163200000,0.918666,0.429415,0.376919
3268,163300000,0.918258,0.433357,0.373385
3270,163400000,0.917796,0.437321,0.369883
3272,163500000,0.917280,0.441307,0.366413
3274,163600000,0.916709,0.445314,0.362977
3276,163700000,0.916085,0.449342,0.359573
3278,163800000,0.915407,0.453389,0.356204
3280,163900000,0.914675,0.457456,0.352869
3282,164000000,0.913889,0.461541,0.349570
3284,164100000,0.913050,0.465644,0.346306
3286,164200000,0.912158,0.469764,0.343078
3288,164300000,0.911212,0.473901,0.339887
3290,164400000,0.910213,0.478054,0.336733
3292,164500000,0.909161,0.482223,0.333616
3294,164600000,0.908057,0.486406,0.330538
3296,164700000,0.906900,0.490602,0.327498
3298,164800000,0.905690,0.494813,0.324497
3300,164900000,0.904428,0.499036,0.321536
3302,165000000,0.903114,0.503270,0.318615
3304,165100000,0.901749,0.507517,0.315734
3306,165200000,0.900332,0.511774,0.312895
3308,165300000,0.898863,0.516040,0.310096
3310,165400000,0.897343,0.520317,0.307340
3312,165500000,0.895773,0.524601,0.304626
3314,165600000,0.894152,0.528894,0.301954
3316,165700000,0.892480,0.533194,0.299326
3318,165800000,0.890758,0.537501,0.296741
3320,165900000,0.888987,0.541813,0.294200
3322,166000000,0.887165,0.546131,0.291704
3324,166100000,0.885295,0.550454,0.289252
3326,166200000,0.883375,0.554780,0.286845
3328,166300000,0.881407,0.559109,0.284484
3330,166400000,0.879390,0.563441,0.282168
3332,166500000,0.877326,0.567775,0.279899
3334,166600000,0.875213,0.572110,0.277677
3336,166700000,0.873054,0.576445,0.275501
3338,166800000,0.870847,0.580780,0.273373
3340,166900000,0.868593,0.585114,0.271292
3342,167000000,0.866293,0.589447,0.269260
3344,167100000,0.863947,0.593777,0.267275
3346,167200000,0.861556,0.598105,0.265340
3348,167300000,0.859119,0.602429,0.263453
3350,167400000,0.856637,0.606748,0.261615
3352,167500000,0.854111,0.611062,0.259827
3354,167600000,0.851541,0.615371,0.258088
3356,167700000,0.848927,0.619673,0.256400
3358,167800000,0.846270,0.623969,0.254762
3360,167900000,0.843569,0.628256,0.253174
3362,168000000,0.840827,0.632535,0.251638
3364,168100000,0.838043,0.636805,0.250152
3366,168200000,0.835217,0.641066,0.248718
3368,168300000,0.832350,0.645315,0.247335
3370,168400000,0.829442,0.649554,0.246004
3372,168500000,0.826494,0.653781,0.244725
3374,168600000,0.823507,0.657996,0.243498
3376,168700000,0.820480,0.662197,0.242323
3378,168800000,0.817414,0.666385,0.241201
3380,168900000,0.814310,0.670558,0.240132
3382,169000000,0.811169,0.674716,0.239115
3384,169100000,0.807990,0.678858,0.238152
3386,169200000,0.804774,0.682984,0.237242
3388,169300000,0.801522,0.687093,0.236385
3390,169400000,0.798234,0.691184,0.235581
3392,169500000,0.794911,0.695257,0.234831
3394,169600000,0.791554,0.699311,0.234135
3396,169700000,0.788162,0.703346,0.233493
3398,169800000,0.784736,0.707359,0.232905
3400,169900000,0.781277,0.711353,0.232370
3402,170000000,0.777786,0.715324,0.231890
3404,170100000,0.774263,0.719274,0.231464
3406,170200000,0.770708,0.723200,0.231092
3408,170300000,0.767122,0.727103,0.230775
3410,170400000,0.763506,0.730983,0.230511
3412,170500000,0.759860,0.734837,0.230303
3414,170600000,0.756185,0.738666,0.230148
3416,170700000,0.752482,0.742470,0.230048
3418,170800000,0.748750,0.746247,0.230003
3420,170900000,0.744991,0.749997,0.230012
3422,171000000,0.741205,0.753719,0.230076
3424,171100000,0.737393,0.757413,0.230194
3426,171200000,0.733555,0.761079,0.230366
3428,171300000,0.729692,0.764715,0.230593
3430,171400000,0.725805,0.768321,0.230874
3432,171500000,0.721894,0.771896,0.231210
3434,171600000,0.717960,0.775441,0.231600
3436,171700000,0.714003,0.778953,0.232044
3438,171800000,0.710024,0.782434,0.232542
3440,171900000,0.706024,0.785882,0.233095
3442,172000000,0.702003,0.789296,0.233701
3444,172100000,0.697962,0.792677,0.234361
3446,172200000,0.693902,0.796023,0.235075
3448,172300000,0.689823,0.799334,0.235843
3450,172400000,0.685726,0.802610,0.236664
3452,172500000,0.681611,0.805850,0.237539
3454,172600000,0.677479,0.809054,0.238467
3456,172700000,0.673332,0.812220,0.239448
3458,172800000,0.669168,0.815349,0.240482
3460,172900000,0.664990,0.818440,0.241569
3462,173000000,0.660798,0.821493,0.242709
3464,173100000,0.656592,0.824507,0.243901
3466,173200000,0.652373,0.827481,0.245145
3468,173300000,0.648142,0.830416,0.246442
3470,173400000,0.643900,0.833310,0.247790
3472,173500000,0.639647,0.836163,0.249190
3474,173600000,0.635383,0.838975,0.250642
3476,173700000,0.631110,0.841746,0.252144
3478,173800000,0.626828,0.844474,0.253698
3480,173900000,0.622538,0.847160,0.255302
3482,174000000,0.618240,0.849803,0.256957
3484,174100000,0.613935,0.852402,0.258662
3486,174200000,0.609625,0.854958,0.260417
3488,174300000,0.605309,0.857469,0.262222
3490,174400000,0.600988,0.859936,0.264076
3492,174500000,0.596663,0.862358,0.265979
3494,174600000,0.592334,0.864734,0.267931
3496,174700000,0.588003,0.867065,0.269932
3498,174800000,0.583670,0.869349,0.271981
3500,174900000,0.579335,0.871588,0.274077
3502,175000000,0.575000,0.873779,0.276221
3504,175100000,0.570665,0.875923,0.278412
3506,175200000,0.566330,0.878019,0.280651
3508,175300000,0.561997,0.880068,0.282935
3510,175400000,0.557666,0.882069,0.285266
3512,175500000,0.553337,0.884021,0.287642
3514,175600000,0.549012,0.885924,0.290064
3516,175700000,0.544691,0.887778,0.292531
3518,175800000,0.540375,0.889583,0.295042
3520,175900000,0.536065,0.891338,0.297598
3522,176000000,0.531760,0.893043,0.300197
3524,176100000,0.527462,0.894698,0.302840
3526,176200000,0.523172,0.896302,0.305526
3528,176300000,0.518890,0.897856,0.308254
3530,176400000,0.514617,0.899358,0.311025
3532,176500000,0.510353,0.900810,0.313837
3534,176600000,0.506100,0.902210,0.316690
3536,176700000,0.501858,0.903558,0.319584
3538,176800000,0.497627,0.904855,0.322519
3540,176900000,0.493408,0.906099,0.325493
3542,177000000,0.489202,0.907291,0.328507
3544,177100000,0.485010,0.908431,0.331560
3546,177200000,0.480832,0.909518,0.334651
3548,177300000,0.476668,0.910552,0.337780
3550,177400000,0.472521,0.911533,0.340946
3552,177500000,0.468389,0.912461,0.344150
3554,177600000,0.464274,0.913336,0.347390
3556,177700000,0.460177,0.914157,0.350666
3558,177800000,0.456098,0.914925,0.353977
3560,177900000,0.452038,0.915639,0.357323
3562,178000000,0.447997,0.916299,0.360704
3564,178100000,0.443976,0.916905,0.364118
3566,178200000,0.439976,0.917458,0.367566
3568,178300000,0.435997,0.917956,0.371047
3570,178400000,0.432040,0.918400,0.374559
3572,178500000,0.428106,0.918790,0.378104
3574,178600000,0.424195,0.919126,0.381679
3576,178700000,0.420308,0.919407,0.385285
3578,178800000,0.416445,0.919634,0.388921
3580,178900000,0.412607,0.919806,0.392587
3582,179000000,0.408795,0.919924,0.396281
3584,179100000,0.405009,0.919988,0.400003
3586,179200000,0.401250,0.919997,0.403753
3588,179300000,0.397518,0.919952,0.407530
3590,179400000,0.393815,0.919852,0.411334
3592,179500000,0.390140,0.919697,0.415163
3594,179600000,0.386494,0.919489,0.419017
