epoch,ts_ns,duty_a,duty_b,duty_c,config_id
2666,133200000,0.242742,0.762284,0.494974,2
2668,133300000,0.240823,0.760434,0.498743,2
2670,133400000,0.238945,0.758542,0.502513,2
2672,133500000,0.237108,0.756609,0.506283,2
2674,133600000,0.235313,0.754636,0.510051,2
2676,133700000,0.233559,0.752623,0.513818,2
2678,133800000,0.231848,0.750570,0.517583,2
2680,133900000,0.230178,0.748477,0.521345,2
2682,134000000,0.228552,0.746345,0.525103,2
2684,134100000,0.226968,0.744174,0.528858,2
2686,134200000,0.225428,0.741964,0.532608,2
2688,134300000,0.223930,0.739717,0.536353,2
2690,134400000,0.222477,0.737431,0.540092,2
2692,134500000,0.221067,0.735108,0.543825,2
2694,134600000,0.219701,0.732748,0.547551,2
2696,134700000,0.218380,0.730351,0.551269,2
2698,134800000,0.217103,0.727918,0.554980,2
2700,134900000,0.215871,0.725448,0.558681,2
2702,135000000,0.214683,0.722943,0.562374,2
2704,135100000,0.213541,0.720403,0.566056,2
2706,135200000,0.212443,0.717828,0.569728,2
2708,135300000,0.211392,0.715219,0.573389,2
2710,135400000,0.210386,0.712576,0.577039,2
2712,135500000,0.209425,0.709899,0.580676,2
2714,135600000,0.208510,0.707189,0.584301,2
2716,135700000,0.207642,0.704446,0.587912,2
2718,135800000,0.206820,0.701671,0.591509,2
2720,135900000,0.206043,0.698864,0.595092,2
2722,136000000,0.205314,0.696026,0.598660,2
2724,136100000,0.204631,0.693157,0.602212,2
2726,136200000,0.203994,0.690257,0.605749,2
2728,136300000,0.203404,0.687328,0.609268,2
2730,136400000,0.202862,0.684368,0.612770,2
2732,136500000,0.202366,0.681380,0.616255,2
2734,136600000,0.201917,0.678363,0.619721,2
2736,136700000,0.201515,0.675317,0.623168,2
2738,136800000,0.201160,0.672244,0.626596,2
2740,136900000,0.200852,0.669144,0.630003,2
2742,137000000,0.200592,0.666017,0.633391,2
2744,137100000,0.200379,0.662864,0.636757,2
2746,137200000,0.200213,0.659686,0.640101,2
2748,137300000,0.200095,0.656482,0.643424,2
2750,137400000,0.200024,0.653253,0.646723,2
2752,137500000,0.200000,0.650000,0.650000,2
2754,137600000,0.200024,0.646723,0.653253,2
2756,137700000,0.200095,0.643424,0.656482,2
2758,137800000,0.200213,0.640101,0.659686,2
2760,137900000,0.200379,0.636757,0.662864,2
2762,138000000,0.200592,0.633391,0.666017,2
2764,138100000,0.200852,0.630003,0.669144,2
2766,138200000,0.201160,0.626596,0.672244,2
2768,138300000,0.201515,0.623168,0.675317,2
2770,138400000,0.201917,0.619721,0.678363,2
2772,138500000,0.202366,0.616255,0.681380,2
2774,138600000,0.202862,0.612770,0.684368,2
2776,138700000,0.203404,0.609268,0.687328,2
2778,138800000,0.203994,0.605749,0.690257,2
2780,138900000,0.204631,0.602212,0.693157,2
2782,139000000,0.205314,0.598660,0.696026,2
2784,139100000,0.206043,0.595092,0.698864,2
2786,139200000,0.206820,0.591509,0.701671,2
2788,139300000,0.207642,0.587912,0.704446,2
2790,139400000,0.208510,0.584301,0.707189,2
2792,139500000,0.209425,0.580676,0.709899,2
2794,139600000,0.210386,0.577039,0.712576,2
2796,139700000,0.211392,0.573389,0.715219,2
2798,139800000,0.212443,0.569728,0.717828,2
2800,139900000,0.213541,0.566056,0.720403,2
2802,140000000,0.214683,0.562374,0.722943,2
2804,140100000,0.215871,0.558681,0.725448,2
2806,140200000,0.217103,0.554980,0.727918,2
2808,140300000,0.218380,0.551269,0.730351,2
2810,140400000,0.219701,0.547551,0.732748,2
2812,140500000,0.221067,0.543825,0.735108,2
2814,140600000,0.222477,0.540092,0.737431,2
2816,140700000,0.223930,0.536353,0.739717,2
2818,140800000,0.225428,0.532608,0.741964,2
2820,140900000,0.226968,0.528858,0.744174,2
2822,141000000,0.228552,0.525103,0.746345,2
2824,141100000,0.230178,0.521345,0.748477,2
2826,141200000,0.231848,0.517583,0.750570,2
2828,141300000,0.233559,0.513818,0.752623,2
2830,141400000,0.235313,0.510051,0.754636,2
2832,141500000,0.237108,0.506283,0.756609,2
2834,141600000,0.238945,0.502513,0.758542,2
2836,141700000,0.240823,0.498743,0.760434,2
2838,141800000,0.242742,0.494974,0.762284,2
2840,141900000,0.244702,0.491205,0.764094,2
2842,142000000,0.246702,0.487437,0.765861,2
2844,142100000,0.248742,0.483672,0.767587,2
2846,142200000,0.250821,0.479909,0.769270,2
2848,142300000,0.252940,0.476149,0.770911,2
2850,142400000,0.255098,0.472393,0.772509,2
2852,142500000,0.257295,0.468641,0.774064,2
2854,142600000,0.259530,0.464895,0.775575,2
2856,142700000,0.261803,0.461154,0.777043,2
2858,142800000,0.264113,0.457419,0.778468,2
2860,142900000,0.266461,0.453690,0.779848,2
2862,143000000,0.268846,0.449969,0.781185,2
2864,143100000,0.271267,0.446256,0.782476,2
2866,143200000,0.273725,0.442552,0.783724,2
2868,143300000,0.276218,0.438856,0.784926,2
2870,143400000,0.278746,0.435170,0.786084,2
2872,143500000,0.281309,0.431495,0.787196,2
2874,143600000,0.283907,0.427830,0.788263,2
2876,143700000,0.286539,0.424177,0.789284,2
2878,143800000,0.289205,0.420535,0.790260,2
2880,143900000,0.291904,0.416906,0.791190,2
2882,144000000,0.294636,0.413290,0.792074,2
2884,144100000,0.297400,0.409688,0.792911,2
2886,144200000,0.300196,0.406101,0.793703,2
2888,144300000,0.303024,0.402528,0.794448,2
2890,144400000,0.305883,0.398970,0.795147,2
2892,144500000,0.308773,0.395428,0.795799,2
2894,144600000,0.311693,0.391903,0.796404,2
2896,144700000,0.314642,0.388395,0.796963,2
2898,144800000,0.317621,0.384905,0.797474,2
2900,144900000,0.320629,0.381433,0.797939,2
2902,145000000,0.323664,0.377979,0.798357,2
2904,145100000,0.326728,0.374545,0.798727,2
2906,145200000,0.329819,0.371130,0.799050,2
2908,145300000,0.332937,0.367736,0.799326,2
2910,145400000,0.336082,0.364363,0.799555,2
2912,145500000,0.339252,0.361011,0.799737,2
2914,145600000,0.342448,0.357681,0.799871,2
2916,145700000,0.345668,0.354374,0.799958,2
2918,145800000,0.348913,0.351090,0.799997,2
2920,145900000,0.352182,0.347829,0.799989,2
2922,146000000,0.355474,0.344592,0.799934,2
2924,146100000,0.358789,0.341380,0.799832,2
2926,146200000,0.362126,0.338192,0.799682,2
2928,146300000,0.365485,0.335031,0.799484,2
2930,146400000,0.368865,0.331895,0.799240,2
2932,146500000,0.372266,0.328786,0.798948,2
2934,146600000,0.375687,0.325704,0.798609,2
2936,146700000,0.379128,0.322649,0.798223,2
2938,146800000,0.382588,0.319623,0.797789,2
2940,146900000,0.386066,0.316625,0.797309,2
2942,147000000,0.389563,0.313656,0.796782,2
2944,147100000,0.393076,0.310716,0.796208,2
2946,147200000,0.396607,0.307806,0.795587,2
2948,147300000,0.400154,0.304927,0.794919,2
2950,147400000,0.403717,0.302078,0.794205,2
2952,147500000,0.407295,0.299261,0.793444,2
2954,147600000,0.410888,0.296475,0.792637,2
2956,147700000,0.414494,0.293722,0.791784,2
2958,147800000,0.418114,0.291001,0.790885,2
2960,147900000,0.421748,0.288313,0.789940,2
2962,148000000,0.425393,0.285658,0.788949,2
2964,148100000,0.429050,0.283038,0.787912,2
2966,148200000,0.432719,0.280451,0.786830,2
2968,148300000,0.436398,0.277899,0.785703,2
2970,148400000,0.440087,0.275383,0.784530,2
2972,148500000,0.443786,0.272901,0.783313,2
2974,148600000,0.447493,0.270456,0.782051,2
2976,148700000,0.451209,0.268047,0.780744,2
2978,148800000,0.454932,0.265675,0.779393,2
2980,148900000,0.458663,0.263339,0.777998,2
2982,149000000,0.462400,0.261041,0.776559,2
2984,149100000,0.466143,0.258781,0.775076,2
2986,149200000,0.469891,0.256558,0.773550,2
2988,149300000,0.473645,0.254375,0.771981,2
2990,149400000,0.477402,0.252230,0.770369,2
2992,149500000,0.481163,0.250124,0.768714,2
2994,149600000,0.484927,0.248057,0.767016,2
2996,149700000,0.488693,0.246031,0.765277,2
2998,149800000,0.492461,0.244044,0.763495,2
3000,149900000,0.496230,0.242098,0.761672,2
3002,150000000,0.500000,0.240192,0.759808,2
3004,150100000,0.503770,0.238328,0.757902,2
3006,150200000,0.507539,0.236505,0.755956,2
3008,150300000,0.511307,0.234723,0.753969,2
3010,150400000,0.515073,0.232984,0.751943,2
3012,150500000,0.518837,0.231286,0.749876,2
3014,150600000,0.522598,0.229631,0.747770,2
3016,150700000,0.526355,0.228019,0.745625,2
3018,150800000,0.530109,0.226450,0.743442,2
3020,150900000,0.533857,0.224924,0.741219,2
3022,151000000,0.537600,0.223441,0.738959,2
3024,151100000,0.541337,0.222002,0.736661,2
3026,151200000,0.545068,0.220607,0.734325,2
3028,151300000,0.548791,0.219256,0.731953,2
3030,151400000,0.552507,0.217949,0.729544,2
3032,151500000,0.556214,0.216687,0.727099,2
3034,151600000,0.559913,0.215470,0.724617,2
3036,151700000,0.563602,0.214297,0.722101,2
3038,151800000,0.567281,0.213170,0.719549,2
3040,151900000,0.570950,0.212088,0.716962,2
3042,152000000,0.574607,0.211051,0.714342,2
3044,152100000,0.578252,0.210060,0.711687,2
3046,152200000,0.581886,0.209115,0.708999,2
3048,152300000,0.585506,0.208216,0.706278,2
3050,152400000,0.589112,0.207363,0.703525,2
3052,152500000,0.592705,0.206556,0.700739,2
3054,152600000,0.596283,0.205795,0.697922,2
3056,152700000,0.599846,0.205081,0.695073,2
3058,152800000,0.603393,0.204413,0.692194,2
3060,152900000,0.606924,0.203792,0.689284,2
3062,153000000,0.610437,0.203218,0.686344,2
3064,153100000,0.613934,0.202691,0.683375,2
3066,153200000,0.617412,0.202211,0.680377,2
3068,153300000,0.620872,0.201777,0.677351,2
3070,153400000,0.624313,0.201391,0.674296,2
3072,153500000,0.627734,0.201052,0.671214,2
3074,153600000,0.631135,0.200760,0.668105,2
3076,153700000,0.634515,0.200516,0.664969,2
3078,153800000,0.637874,0.200318,0.661808,2
3080,153900000,0.641211,0.200168,0.658620,2
3082,154000000,0.644526,0.200066,0.655408,2
3084,154100000,0.647818,0.200011,0.652171,2
3086,154200000,0.651087,0.200003,0.648910,2
3088,154300000,0.654332,0.200042,0.645626,2
3090,154400000,0.657552,0.200129,0.642319,2
3092,154500000,0.660748,0.200263,0.638989,2
3094,154600000,0.663918,0.200445,0.635637,2
3096,154700000,0.667063,0.200674,0.632264,2
3098,154800000,0.670181,0.200950,0.628870,2
3100,154900000,0.673272,0.201273,0.625455,2
3102,155000000,0.676336,0.201643,0.622021,2
3104,155100000,0.679371,0.202061,0.618567,2
3106,155200000,0.682379,0.202526,0.615095,2
3108,155300000,0.685358,0.203037,0.611605,2
3110,155400000,0.688307,0.203596,0.608097,2
3112,155500000,0.691227,0.204201,0.604572,2
3114,155600000,0.694117,0.204853,0.601030,2
3116,155700000,0.696976,0.205552,0.597472,2
3118,155800000,0.699804,0.206297,0.593899,2
3120,155900000,0.702600,0.207089,0.590312,2
3122,156000000,0.705364,0.207926,0.586710,2
3124,156100000,0.708096,0.208810,0.583094,2
3126,156200000,0.710795,0.209740,0.579465,2
3128,156300000,0.713461,0.210716,0.575823,2
3130,156400000,0.716093,0.211737,0.572170,2
3132,156500000,0.718691,0.212804,0.568505,2
3134,156600000,0.721254,0.213916,0.564830,2
3136,156700000,0.723782,0.215074,0.561144,2
3138,156800000,0.726275,0.216276,0.557448,2
3140,156900000,0.728733,0.217524,0.553744,2
3142,157000000,0.731154,0.218815,0.550031,2
3144,157100000,0.733539,0.220152,0.546310,2
3146,157200000,0.735887,0.221532,0.542581,2
3148,157300000,0.738197,0.222957,0.538846,2
3150,157400000,0.740470,0.224425,0.535105,2
3152,157500000,0.742705,0.225936,0.531359,2
3154,157600000,0.744902,0.227491,0.527607,2
3156,157700000,0.747060,0.229089,0.523851,2
3158,157800000,0.749179,0.230730,0.520091,2
3160,157900000,0.751258,0.232413,0.516328,2
3162,158000000,0.753298,0.234139,0.512563,2
3164,158100000,0.755298,0.235906,0.508795,2
3166,158200000,0.757258,0.237716,0.505026,2
3168,158300000,0.759177,0.239566,0.501257,2
3170,158400000,0.761055,0.241458,0.497487,2
3172,158500000,0.762892,0.243391,0.493717,2
3174,158600000,0.764687,0.245364,0.489949,2
3176,158700000,0.766441,0.247377,0.486182,2
3178,158800000,0.768152,0.249430,0.482417,2
3180,158900000,0.769822,0.251523,0.478655,2
3182,159000000,0.771448,0.253655,0.474897,2
3184,159100000,0.773032,0.255826,0.471142,2
3186,159200000,0.774572,0.258036,0.467392,2
3188,159300000,0.776070,0.260283,0.463647,2
3190,159400000,0.777523,0.262569,0.459908,2
3192,159500000,0.778933,0.264892,0.456175,2
3194,159600000,0.780299,0.267252,0.452449,2
3196,159700000,0.781620,0.269649,0.448731,2
3198,159800000,0.782897,0.272082,0.445020,2
3200,159900000,0.784129,0.274552,0.441319,2
3202,160000000,0.785317,0.277057,0.437626,2
3204,160100000,0.786459,0.279597,0.433944,2
3206,160200000,0.787557,0.282172,0.430272,2
3208,160300000,0.788608,0.284781,0.426611,2
3210,160400000,0.789614,0.287424,0.422961,2
3212,160500000,0.790575,0.290101,0.419324,2
3214,160600000,0.791490,0.292811,0.415699,2
3216,160700000,0.792358,0.295554,0.412088,2
3218,160800000,0.793180,0.298329,0.408491,2
3220,160900000,0.793957,0.301136,0.404908,2
3222,161000000,0.794686,0.303974,0.401340,2
3224,161100000,0.795369,0.306843,0.397788,2
3226,161200000,0.796006,0.309743,0.394251,2
3228,161300000,0.796596,0.312672,0.390732,2
3230,161400000,0.797138,0.315632,0.387230,2
3232,161500000,0.797634,0.318620,0.383745,2
3234,161600000,0.798083,0.321637,0.380279,2
3236,161700000,0.798485,0.324683,0.376832,2
3238,161800000,0.798840,0.327756,0.373404,2
3240,161900000,0.799148,0.330856,0.369997,2
3242,162000000,0.799408,0.333983,0.366609,2
3244,162100000,0.799621,0.337136,0.363243,2
3246,162200000,0.799787,0.340314,0.359899,2
3248,162300000,0.799905,0.343518,0.356576,2
3250,162400000,0.799976,0.346747,0.353277,2
3252,162500000,0.800000,0.350000,0.350000,2
3254,162600000,0.799976,0.353277,0.346747,2
3256,162700000,0.799905,0.356576,0.343518,2
3258,162800000,0.799787,0.359899,0.340314,2
3260,162900000,0.799621,0.363243,0.337136,2
3262,163000000,0.799408,0.366609,0.333983,2
3264,163100000,0.799148,0.369997,0.330856,2
3266,163200000,0.798840,0.373404,0.327756,2
3268,163300000,0.798485,0.376832,0.324683,2
3270,163400000,0.798083,0.380279,0.321637,2
3272,163500000,0.797634,0.383745,0.318620,2
3274,163600000,0.797138,0.387230,0.315632,2
3276,163700000,0.796596,0.390732,0.312672,2
3278,163800000,0.796006,0.394251,0.309743,2
3280,163900000,0.795369,0.397788,0.306843,2
3282,164000000,0.794686,0.401340,0.303974,2
3284,164100000,0.793957,0.404908,0.301136,2
3286,164200000,0.793180,0.408491,0.298329,2
3288,164300000,0.792358,0.412088,0.295554,2
3290,164400000,0.791490,0.415699,0.292811,2
3292,164500000,0.790575,0.419324,0.290101,2
3294,164600000,0.789614,0.422961,0.287424,2
3296,164700000,0.788608,0.426611,0.284781,2
3298,164800000,0.787557,0.430272,0.282172,2
3300,164900000,0.786459,0.433944,0.279597,2
3302,165000000,0.785317,0.437626,0.277057,2
3304,165100000,0.784129,0.441319,0.274552,2
3306,165200000,0.782897,0.445020,0.272082,2
3308,165300000,0.781620,0.448731,0.269649,2
3310,165400000,0.780299,0.452449,0.267252,2
3312,165500000,0.778933,0.456175,0.264892,2
3314,165600000,0.777523,0.459908,0.262569,2
3316,165700000,0.776070,0.463647,0.260283,2
3318,165800000,0.774572,0.467392,0.258036,2
3320,165900000,0.773032,0.471142,0.255826,2
3322,166000000,0.771448,0.474897,0.253655,2
3324,166100000,0.769822,0.478655,0.251523,2
3326,166200000,0.768152,0.482417,0.249430,2
3328,166300000,0.766441,0.486182,0.247377,2
3330,166400000,0.764687,0.489949,0.245364,2
3332,166500000,0.762892,0.493717,0.243391,2
3334,166600000,0.761055,0.497487,0.241458,2
3336,166700000,0.759177,0.501257,0.239566,2
3338,166800000,0.757258,0.505026,0.237716,2
3340,166900000,0.755298,0.508795,0.235906,2
3342,167000000,0.753298,0.512563,0.234139,2
3344,167100000,0.751258,0.516328,0.232413,2
3346,167200000,0.749179,0.520091,0.230730,2
3348,167300000,0.747060,0.523851,0.229089,2
3350,167400000,0.744902,0.527607,0.227491,2
3352,167500000,0.742705,0.531359,0.225936,2
3354,167600000,0.740470,0.535105,0.224425,2
3356,167700000,0.738197,0.538846,0.222957,2
3358,167800000,0.735887,0.542581,0.221532,2
3360,167900000,0.733539,0.546310,0.220152,2
3362,168000000,0.731154,0.550031,0.218815,2
3364,168100000,0.728733,0.553744,0.217524,2
3366,168200000,0.726275,0.557448,0.216276,2
3368,168300000,0.723782,0.561144,0.215074,2
3370,168400000,0.721254,0.564830,0.213916,2
3372,168500000,0.718691,0.568505,0.212804,2
3374,168600000,0.716093,0.572170,0.211737,2
3376,168700000,0.713461,0.575823,0.210716,2
3378,168800000,0.710795,0.579465,0.209740,2
3380,168900000,0.708096,0.583094,0.208810,2
3382,169000000,0.705364,0.586710,0.207926,2
3384,169100000,0.702600,0.590312,0.207089,2
3386,169200000,0.699804,0.593899,0.206297,2
3388,169300000,0.696976,0.597472,0.205552,2
3390,169400000,0.694117,0.601030,0.204853,2
3392,169500000,0.691227,0.604572,0.204201,2
3394,169600000,0.688307,0.608097,0.203596,2
3396,169700000,0.685358,0.611605,0.203037,2
3398,169800000,0.682379,0.615095,0.202526,2
3400,169900000,0.679371,0.618567,0.202061,2
3402,170000000,0.676336,0.622021,0.201643,2
3404,170100000,0.673272,0.625455,0.201273,2
3406,170200000,0.670181,0.628870,0.200950,2
3408,170300000,0.667063,0.632264,0.200674,2
3410,170400000,0.663918,0.635637,0.200445,2
3412,170500000,0.660748,0.638989,0.200263,2
3414,170600000,0.657552,0.642319,0.200129,2
3416,170700000,0.654332,0.645626,0.200042,2
3418,170800000,0.651087,0.648910,0.200003,2
3420,170900000,0.647818,0.652171,0.200011,2
3422,171000000,0.644526,0.655408,0.200066,2
3424,171100000,0.641211,0.658620,0.200168,2
3426,171200000,0.637874,0.661808,0.200318,2
3428,171300000,0.634515,0.664969,0.200516,2
3430,171400000,0.631135,0.668105,0.200760,2
3432,171500000,0.627734,0.671214,0.201052,2
3434,171600000,0.624313,0.674296,0.201391,2
3436,171700000,0.620872,0.677351,0.201777,2
3438,171800000,0.617412,0.680377,0.202211,2
3440,171900000,0.613934,0.683375,0.202691,2
3442,172000000,0.610437,0.686344,0.203218,2
3444,172100000,0.606924,0.689284,0.203792,2
3446,172200000,0.603393,0.692194,0.204413,2
3448,172300000,0.599846,0.695073,0.205081,2
3450,172400000,0.596283,0.697922,0.205795,2
3452,172500000,0.592705,0.700739,0.206556,2
3454,172600000,0.589112,0.703525,0.207363,2
3456,172700000,0.585506,0.706278,0.208216,2
3458,172800000,0.581886,0.708999,0.209115,2
3460,172900000,0.578252,0.711687,0.210060,2
3462,173000000,0.574607,0.714342,0.211051,2
3464,173100000,0.570950,0.716962,0.212088,2
3466,173200000,0.567281,0.719549,0.213170,2
3468,173300000,0.563602,0.722101,0.214297,2
3470,173400000,0.559913,0.724617,0.215470,2
3472,173500000,0.556214,0.727099,0.216687,2
3474,173600000,0.552507,0.729544,0.217949,2
3476,173700000,0.548791,0.731953,0.219256,2
3478,173800000,0.545068,0.734325,0.220607,2
3480,173900000,0.541337,0.736661,0.222002,2
3482,174000000,0.537600,0.738959,0.223441,2
3484,174100000,0.533857,0.741219,0.224924,2
3486,174200000,0.530109,0.743442,0.226450,2
3488,174300000,0.526355,0.745625,0.228019,2
3490,174400000,0.522598,0.747770,0.229631,2
3492,174500000,0.518837,0.749876,0.231286,2
3494,174600000,0.515073,0.751943,0.232984,2
3496,174700000,0.511307,0.753969,0.234723,2
3498,174800000,0.507539,0.755956,0.236505,2
3500,174900000,0.503770,0.757902,0.238328,2
3502,175000000,0.500000,0.759808,0.240192,2
3504,175100000,0.496230,0.761672,0.242098,2
3506,175200000,0.492461,0.763495,0.244044,2
3508,175300000,0.488693,0.765277,0.246031,2
3510,175400000,0.484927,0.767016,0.248057,2
3512,175500000,0.481163,0.768714,0.250124,2
3514,175600000,0.477402,0.770369,0.252230,2
3516,175700000,0.473645,0.771981,0.254375,2
3518,175800000,0.469891,0.773550,0.256558,2
3520,175900000,0.466143,0.775076,0.258781,2
3522,176000000,0.462400,0.776559,0.261041,2
3524,176100000,0.458663,0.777998,0.263339,2
3526,176200000,0.454932,0.779393,0.265675,2
3528,176300000,0.451209,0.780744,0.268047,2
3530,176400000,0.447493,0.782051,0.270456,2
3532,176500000,0.443786,0.783313,0.272901,2
3534,176600000,0.440087,0.784530,0.275383,2
3536,176700000,0.436398,0.785703,0.277899,2
3538,176800000,0.432719,0.786830,0.280451,2
3540,176900000,0.429050,0.787912,0.283038,2
3542,177000000,0.425393,0.788949,0.285658,2
3544,177100000,0.421748,0.789940,0.288313,2
3546,177200000,0.418114,0.790885,0.291001,2
3548,177300000,0.414494,0.791784,0.293722,2
3550,177400000,0.410888,0.792637,0.296475,2
3552,177500000,0.407295,0.793444,0.299261,2
3554,177600000,0.403717,0.794205,0.302078,2
3556,177700000,0.400154,0.794919,0.304927,2
3558,177800000,0.396607,0.795587,0.307806,2
3560,177900000,0.393076,0.796208,0.310716,2
3562,178000000,0.389563,0.796782,0.313656,2
3564,178100000,0.386066,0.797309,0.316625,2
3566,178200000,0.382588,0.797789,0.319623,2
3568,178300000,0.379128,0.798223,0.322649,2
3570,178400000,0.375687,0.798609,0.325704,2
3572,178500000,0.372266,0.798948,0.328786,2
3574,178600000,0.368865,0.799240,0.331895,2
3576,178700000,0.365485,0.799484,0.335031,2
3578,178800000,0.362126,0.799682,0.338192,2
3580,178900000,0.358789,0.799832,0.341380,2
3582,179000000,0.355474,0.799934,0.344592,2
3584,179100000,0.352182,0.799989,0.347829,2
3586,179200000,0.348913,0.799997,0.351090,2
3588,179300000,0.345668,0.799958,0.354374,2
3590,179400000,0.342448,0.799871,0.357681,2
3592,179500000,0.339252,0.799737,0.361011,2
3594,179600000,0.336082,0.799555,0.364363,2
3596,179700000,0.332937,0.799326,0.367736,2
3598,179800000,0.329819,0.799050,0.371130,2
3600,179900000,0.326728,0.798727,0.374545,2
3602,180000000,0.323664,0.798357,0.377979,2
3604,180100000,0.320629,0.797939,0.381433,2
3606,180200000,0.317621,0.797474,0.384905,2
3608,180300000,0.314642,0.796963,0.388395,2
3610,180400000,0.311693,0.796404,0.391903,2
3612,180500000,0.308773,0.795799,0.395428,2
3614,180600000,0.305883,0.795147,0.398970,2
3616,180700000,0.303024,0.794448,0.402528,2
3618,180800000,0.300196,0.793703,0.406101,2
3620,180900000,0.297400,0.792911,0.409688,2
3622,181000000,0.294636,0.792074,0.413290,2
3624,181100000,0.291904,0.791190,0.416906,2
3626,181200000,0.289205,0.790260,0.420535,2
3628,181300000,0.286539,0.789284,0.424177,2
3630,181400000,0.283907,0.788263,0.427830,2
3632,181500000,0.281309,0.787196,0.431495,2
3634,181600000,0.278746,0.786084,0.435170,2
3636,181700000,0.276218,0.784926,0.438856,2
3638,181800000,0.273725,0.783724,0.442552,2
3640,181900000,0.271267,0.782476,0.446256,2
3642,182000000,0.268846,0.781185,0.449969,2
3644,182100000,0.266461,0.779848,0.453690,2
3646,182200000,0.264113,0.778468,0.457419,2
3648,182300000,0.261803,0.777043,0.461154,2
3650,182400000,0.259530,0.775575,0.464895,2
3652,182500000,0.257295,0.774064,0.468641,2
3654,182600000,0.255098,0.772509,0.472393,2
3656,182700000,0.252940,0.770911,0.476149,2
3658,182800000,0.250821,0.769270,0.479909,2
3660,182900000,0.248742,0.767587,0.483672,2
3662,183000000,0.246702,0.765861,0.487437,2
3664,183100000,0.244702,0.764094,0.491205,2
3666,183200000,0.242742,0.762284,0.494974,2
3668,183300000,0.240823,0.760434,0.498743,2
3670,183400000,0.238945,0.758542,0.502513,2
3672,183500000,0.237108,0.756609,0.506283,2
3674,183600000,0.235313,0.754636,0.510051,2
3676,183700000,0.233559,0.752623,0.513818,2
3678,183800000,0.231848,0.750570,0.517583,2
3680,183900000,0.230178,0.748477,0.521345,2
3682,184000000,0.228552,0.746345,0.525103,2
3684,184100000,0.226968,0.744174,0.528858,2
3686,184200000,0.225428,0.741964,0.532608,2
3688,184300000,0.223930,0.739717,0.536353,2
3690,184400000,0.222477,0.737431,0.540092,2
3692,184500000,0.221067,0.735108,0.543825,2
3694,184600000,0.219701,0.732748,0.547551,2
3696,184700000,0.218380,0.730351,0.551269,2
3698,184800000,0.217103,0.727918,0.554980,2
3700,184900000,0.215871,0.725448,0.558681,2
3702,185000000,0.214683,0.722943,0.562374,2
3704,185100000,0.213541,0.720403,0.566056,2
3706,185200000,0.212443,0.717828,0.569728,2
3708,185300000,0.211392,0.715219,0.573389,2
3710,185400000,0.210386,0.712576,0.577039,2
3712,185500000,0.209425,0.709899,0.580676,2
3714,185600000,0.208510,0.707189,0.584301,2
3716,185700000,0.207642,0.704446,0.587912,2
3718,185800000,0.206820,0.701671,0.591509,2
3720,185900000,0.206043,0.698864,0.595092,2
3722,186000000,0.205314,0.696026,0.598660,2
3724,186100000,0.204631,0.693157,0.602212,2
3726,186200000,0.203994,0.690257,0.605749,2
3728,186300000,0.203404,0.687328,0.609268,2
3730,186400000,0.202862,0.684368,0.612770,2
3732,186500000,0.202366,0.681380,0.616255,2
3734,186600000,0.201917,0.678363,0.619721,2
3736,186700000,0.201515,0.675317,0.623168,2
3738,186800000,0.201160,0.672244,0.626596,2
3740,186900000,0.200852,0.669144,0.630003,2
3742,187000000,0.200592,0.666017,0.633391,2
3744,187100000,0.200379,0.662864,0.636757,2
3746,187200000,0.200213,0.659686,0.640101,2
3748,187300000,0.200095,0.656482,0.643424,2
3750,187400000,0.200024,0.653253,0.646723,2
3752,187500000,0.200000,0.650000,0.650000,2
3754,187600000,0.200024,0.646723,0.653253,2
3756,187700000,0.200095,0.643424,0.656482,2
3758,187800000,0.200213,0.640101,0.659686,2
3760,187900000,0.200379,0.636757,0.662864,2
3762,188000000,0.200592,0.633391,0.666017,2
3764,188100000,0.200852,0.630003,0.669144,2
3766,188200000,0.201160,0.626596,0.672244,2
3768,188300000,0.201515,0.623168,0.675317,2
3770,188400000,0.201917,0.619721,0.678363,2
3772,188500000,0.202366,0.616255,0.681380,2
3774,188600000,0.202862,0.612770,0.684368,2
3776,188700000,0.203404,0.609268,0.687328,2
3778,188800000,0.203994,0.605749,0.690257,2
3780,188900000,0.204631,0.602212,0.693157,2
3782,189000000,0.205314,0.598660,0.696026,2
3784,189100000,0.206043,0.595092,0.698864,2
3786,189200000,0.206820,0.591509,0.701671,2
3788,189300000,0.207642,0.587912,0.704446,2
3790,189400000,0.208510,0.584301,0.707189,2
3792,189500000,0.209425,0.580676,0.709899,2
3794,189600000,0.210386,0.577039,0.712576,2
3796,189700000,0.211392,0.573389,0.715219,2
3798,189800000,0.212443,0.569728,0.717828,2
3800,189900000,0.213541,0.566056,0.720403,2
3802,190000000,0.214683,0.562374,0.722943,2
3804,190100000,0.215871,0.558681,0.725448,2
3806,190200000,0.217103,0.554980,0.727918,2
3808,190300000,0.218380,0.551269,0.730351,2
3810,190400000,0.219701,0.547551,0.732748,2
3812,190500000,0.221067,0.543825,0.735108,2
3814,190600000,0.222477,0.540092,0.737431,2
3816,190700000,0.223930,0.536353,0.739717,2
3818,190800000,0.225428,0.532608,0.741964,2
3820,190900000,0.226968,0.528858,0.744174,2
3822,191000000,0.228552,0.525103,0.746345,2
3824,191100000,0.230178,0.521345,0.748477,2
3826,191200000,0.231848,0.517583,0.750570,2
3828,191300000,0.233559,0.513818,0.752623,2
